id,slice,plugin,package,class,file_path,category,issue_type,severity,confidence,status,title,description,instances,trigger_input,suggested_fix,effort,llm_value,related,github_issue
CR-063,A1,org.mwc.debrief.legacy,Debrief.ReaderWriter.XML.Tactical,FixHandler,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/XML/Tactical/FixHandler.java,bug,null-deref,Medium,High,candidate,Fix with unparseable/missing Dtg or centre is added and crashes the import,"The Dtg handler catches ParseException and leaves _theFix.time null (parseThis also returns null for the NULL date string); elementClosed() still calls addPlottable(), and TrackSegment.addFixSilent -> FixWrapperCollisionCheck.correctTimeCollision dereferences getTime().getMicros(), so one bad fix aborts the whole plot with 'Parse Error: null'. A fix without a centre element likewise NPEs in TrackWrapper.addFix when extending _myWorldArea. Course wrap at L141-L144 also only adds 360 once.",L136-L149; L164-L173; L176-L181; L239-L246,"<fix Dtg=""garbage"" Course=""0"" Speed=""0""><centre><shortLocation Lat=""1"" Long=""1"" Depth=""0""/></centre></fix>",In elementClosed() skip (and report) fixes whose time or location is null rather than adding them.,S,"Needed to trace the null across FixHandler, TrackSegment and FixWrapperCollisionCheck.",-,
CR-064,A1,org.mwc.debrief.legacy,Debrief.ReaderWriter.XML.extensions,TimeSeriesDoubleHandler,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/XML/extensions/TimeSeriesDoubleHandler.java,bug,silent-data-loss,Medium,High,candidate,Index and value lists desynchronise when one measurement attribute fails to p...,"Each Item element appends Index to _indices and Value to _values independently; Long.parseLong/Double.parseDouble exceptions are swallowed by MWCXMLReader.handleOurselves, so a single bad Value leaves _indices one longer than _values and every subsequent measurement is silently attributed to the wrong time. TimeSeries2DoubleHandler has the same structure with two value lists.",L37-L55,"<Item Index=""1000"" Value=""n/a""/> followed by valid items in a MeasuredData dataset",Parse both attributes into locals in handleOurselves and add the pair atomically (or skip the item) when both parse.,S,Requires understanding the swallowing in the base class combined with two parallel lists.,TimeSeries2DoubleHandler L41-L58,
CR-065,A2+A10,org.mwc.debrief.core,org.mwc.debrief.core.operations,ExportDopplerShift,org.mwc.debrief.core/src/org/mwc/debrief/core/operations/ExportDopplerShift.java,security,path-traversal,Medium,High,candidate,Output filename built from unsanitised primary track name,"Same pattern as ExportToFlatFile: fileName = filePath + separator + primaryTrack.getName() + '_' + HOST_DATE + suffix, with the document-supplied track name unsanitised, allowing writes outside the chosen directory and silent failure on illegal characters. || fileName = filePath + separator + primaryTrack.getName() + '_' + date + '.csv'. The track name comes from the loaded .rep/.dpf and may contain path separators or '..', so the export writes outside the directory the analyst chose; filePath is also left null when the wizard page is incomplete, producing a relative 'null/...' path. ExportToFlatFile L208-L211 has the same construction.",L112-L116; L93; L106-L120,Track named '../evil' selected as primary when exporting Doppler shift.,Share one sanitise-and-confine helper with ExportToFlatFile.,S,grep-able,ExportToFlatFile.java L208-L211,
CR-066,A2,org.mwc.debrief.core,org.mwc.debrief.core.operations,ExportToFlatFile,org.mwc.debrief.core/src/org/mwc/debrief/core/operations/ExportToFlatFile.java,security,path-traversal,Medium,High,candidate,Output filename built from unsanitised primary track name,"The SAM flat-file export writes to filePath + separator + primaryTrack.getName() + '_' + date. The track name comes from the loaded data file (.rep/.dpf) and is not sanitised, so a name containing path separators or '..' writes outside the folder the user chose (path traversal on save), and names with characters illegal on Windows (':' '?' '*') make the export fail with only a log entry after a success-looking wizard.",L208-L215,Load a .rep whose track name is '..\..\Startup\x' (quoted token) and run Export to flat file.,Sanitise the name (replace [^A-Za-z0-9._-]) and verify the resulting File's canonical parent equals the chosen folder before writing.,S,grep-able once you know track names are document-controlled; needed the data-flow to rate it.,-,
CR-067,A2,org.mwc.debrief.legacy,-,MANIFEST.MF,org.mwc.debrief.legacy/META-INF/MANIFEST.MF,supply-chain,outdated-dependency,Medium,High,candidate,"zip4j 1.3.2, pdfbox 2.0.3 and jsoup 1.11.3 bundled with known DoS/Zip-Slip fi...","libs/zip4j-1.3.2.jar predates the Zip Slip path-traversal fix (1.3.3, 2018) and is used to extract user-chosen pptx templates. libs/pdfbox-2.0.3.jar is fed untrusted PDFs by PdfLoader/ImportNarrativeDocument.importFromPdf and lacks fixes for CVE-2018-11797 (page-tree DoS, 2.0.12), CVE-2019-0228 (XXE in XMP, 2.0.15), CVE-2021-27807/27906 and CVE-2021-31811/31812 (infinite loops/OOM, 2.0.23-2.0.24). libs/jsoup-1.11.3.jar lacks the CVE-2021-37714 infinite-loop fix (1.14.2) and parses template XML.",MANIFEST.MF L17 (zip4j); libs/pdfbox-2.0.3.jar; libs/jsoup-1.11.3.jar,Crafted PDF opened via the PDF narrative loader; crafted pptx template.,"Bump pdfbox to 2.0.30+, jsoup to 1.15+, zip4j to 2.11+ (adapt UnpackFunction/PackPresentation to the 2.x API).",M,grep-able,CVE-2018-11797; CVE-2019-0228; CVE-2021-27807; CVE-2021-27906; CVE-2021-31811; CVE-2021-31812; CVE-2021-37714,
CR-068,A2+A3,org.mwc.debrief.legacy,Debrief.ReaderWriter.GeoPDF,AbstractGeoPDFBuilder,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/GeoPDF/AbstractGeoPDFBuilder.java,bug,api-misuse,Medium,Medium,candidate,process.waitFor() called before draining gdal stdout/stderr (pipe deadlock),"createBackgroundFile() and generatePDF() call runtime.exec() then process.waitFor() and only afterwards read stdout and stderr. If gdalwarp/gdal_create writes more than the OS pipe buffer (typically 64 KB on Windows, e.g. verbose warnings for a large or malformed GeoTIFF background) the child blocks on write, waitFor() never returns and the GeoPDF export hangs the UI thread indefinitely. || generatePDF calls runtime.exec(...) then process.waitFor() at L576 and only afterwards opens and drains stdout and stderr (L577-L595). If gdal_create emits more than the pipe buffer (typically 64 KB) of warnings, the child blocks on write and waitFor never returns, hanging the export. In addition any non-empty stdout is treated as an error (L588-L590), so informational output aborts the export.",L434-L441; L574-L581; L574-L600,GeoPDF export with a background raster that makes gdalwarp emit many warnings (or with CPL_DEBUG set).,Use ProcessBuilder.redirectErrorStream(true) and consume the output stream in a loop (or a thread) before/while waiting; add a timeout.,S,Requires knowing the Process pipe-buffer semantics; not a grep pattern.,-,
CR-069,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.Word,ImportRiderNarrativeDocument,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Word/ImportRiderNarrativeDocument.java,bug,null-deref,Medium,High,candidate,handleImportX swallows XWPFDocument open failure then dereferences null doc,"handleImportX() catches IOException from new XWPFDocument(inputStream) (L1123-L1126) and continues to doc.getTables() (L1129) with doc==null, throwing NPE. Non-IOException failures (POIXMLException/NotOfficeXmlFileException for a .docx that is really OLE2 or not a zip) are not caught at all. Either way the user sees a generic 'Problem loading' log entry and no explanation.",L1118-L1140,Rename a .doc (OLE2) or a text file to .docx and open it; or a truncated .docx.,"Return early (with a logged, user-visible message) when doc==null and catch POI runtime exceptions around the constructor; mirror the .doc-in-.docx fallback that handleImport has for the opposite case.",S,grep-able,-,
CR-070,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.Word,ImportRiderNarrativeDocument,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Word/ImportRiderNarrativeDocument.java,bug,resource-leak,Medium,High,candidate,Word documents and fallback FileInputStream never closed,"handleImport() never closes the HWPFDocument (L1086), and on the .docx-in-.doc fallback opens a second FileInputStream is2 (L1091) that is never closed; handleImportX() never closes the XWPFDocument in the rider branch (L1123/L1132-L1134) - only ImportNarrativeDocument.importFromWordX() closes it in the other branch. XWPFDocument holds an open ZipFile on the source, so the imported file stays locked on Windows for the workbench lifetime and handles leak per import.",L1083-L1099; L1120-L1134,Import a rider narrative .docx then try to overwrite or delete it in Explorer while Debrief is running.,Use try-with-resources for the documents and is2; close in finally.,S,grep-able,-,
CR-071,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.powerPoint,PlotTracks,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/powerPoint/PlotTracks.java,bug,logic-error,Medium,Medium,candidate,Slide XML read/written with platform default charset (charset mismatch),"Slide and presentation XML are decoded with new String(bytes) (default charset) and written back with FileWriter (default charset) although the parts are UTF-8. On Windows (cp1252 default in Java 11) template bytes undefined in cp1252 (0x81,0x8D,0x8F,0x90,0x9D) become U+FFFD and any non-ASCII narrative text or track name is emitted as cp1252 bytes inside a UTF-8 declared part, producing a PPTX PowerPoint flags as corrupt/repairable or with mojibake.",L241; L807; L825; L850-L852; ParsePresentation.java L31; FindMap.java L51,"Export on Windows with a narrative entry containing 'é' or '°', or a template whose slide XML contains curly quotes.","Use new String(bytes, StandardCharsets.UTF_8) and Files.newBufferedWriter(path, UTF_8) (or Jsoup's charset-aware output).",S,Needed to connect the read and write sides and the OOXML UTF-8 contract; a lint would flag default-charset use but not the resulting file corruption.,-,
CR-072,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.powerPoint,PlotTracks,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/powerPoint/PlotTracks.java,bug,degenerate-input,Medium,High,candidate,Export with zero recorded tracks throws IndexOutOfBounds out of the export path,"createTimeNarrativeShapes() does trackData.getTracks().get(0) (L542) and the per-track loop does coordinates.get(0) (L395). CoreCoordinateRecorder.exportFile() catches only IOException/ZipException/DebriefException, so a recording session where no track was visible ends in an uncaught RuntimeException from stopStepping() after the user completed the dialog.",L395-L396; L542,"Start PPTX recording with all tracks hidden (or a plot with only shapes), step the time, stop and confirm the export dialog.","Validate trackData (at least one track with at least one point) before unpacking, and report via DebriefException.",S,grep-able,-,
CR-073,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.powerPoint,PlotTracks,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/powerPoint/PlotTracks.java,bug,null-deref,Medium,High,candidate,validateDonorFile/export do not guard against templates missing expected shapes,"validateDonorFile catches DebriefException/IOException/ZipException only, but the checks it runs throw unchecked exceptions first: FindMap.getSlides() NPEs when ppt/slides is absent (listFiles()==null), FindMap.checkForMap() and getMapDimesions() IOOBE/NumberFormatException when the 'map' shape lacks a|off/a|ext, findTimeAnimationObjects() NPEs when no p|spTgt targets the 'time' shape (time_anim_tag_big null at L672), findAnimationTagObjects() NPEs without p|animMotion. retrieveMapProperties() NPEs at L756 when no map shape exists. These escape into the SWT dialog (okPressed) and the preference page.",L664-L674; L648-L654; L729-L732; L751-L758; L776-L840; FindMap.java L292; L254-L257,"A pptx with one slide but no shape named 'map', or without any animation timing, chosen as master template.",Catch RuntimeException in validateDonorFile and return a message; null-check every selectFirst/get(0) result and convert to DebriefException.,S,Needed reading of the parent().parent() chains and the catch list to see which failures escape.,-,
CR-074,A2,org.mwc.debrief.legacy,Debrief.ReaderWriter.powerPoint,UnpackFunction,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/powerPoint/UnpackFunction.java,security,zip-bomb,Medium,High,candidate,extractAll of template has no size or entry-count limit,"The whole archive is inflated to disk with no check on uncompressed size, entry count or compression ratio. A small pptx with a multi-GB zero-filled slide part fills the temp volume and stalls the export/validation. validateDonorFile is invoked synchronously in the UI thread from ExportPPTDialog.okPressed().",L67-L68,"A 100 KB .pptx whose ppt/media/x.bin inflates to tens of GB (deflate ratio ~1000:1), set as master template.","Iterate file headers, sum getUncompressedSize(), refuse archives over a fixed budget (e.g. 200 MB) or with more than a few thousand entries before extracting.",S,grep-able (extractAll without bounds) but impact needed the call-site/UI-thread context.,-,
CR-076,A3+A4,org.mwc.cmap.core,-,xstream-1.4.12.jar,org.mwc.cmap.core/libs/xstream-1.4.12.jar,supply-chain,vulnerable-dependency,Medium,High,candidate,"XStream 1.4.12 bundled and exported; many RCE/DoS CVEs, no default type allow...","org.mwc.cmap.core ships and exports com.thoughtworks.xstream 1.4.12 (MANIFEST.MF L8, L52-L67). Versions before 1.4.18 have no default security framework and 1.4.12 is affected by CVE-2020-26217 (RCE), CVE-2020-26258 (SSRF), CVE-2020-26259 (file deletion), CVE-2021-21341..21351 and CVE-2021-29505 (RCE/DoS), CVE-2021-39139..39154 and CVE-2022-41966 (DoS). The only consumer (XYPlotView.restorePreviousPlot) deserializes strings from the workbench memento with fromXML and no allowlist. || xstream-1.4.12 is affected by 33 OSV advisories including remote code execution via crafted XML (CVE-2020-26217, CVE-2021-21344..21351, CVE-2021-29505, CVE-2021-39139..39154, CVE-2022-41966, CVE-2024-47072). XYPlotView.restorePreviousPlot creates new XStream(new DomDriver()) at L1112 with no allowTypes/security framework and calls fromXML on strings taken from the Eclipse view memento (L1119, L1128, L1150-L1174). The memento lives in the workspace .metadata/.plugins/org.eclipse.e4.workbench/workbench.xml, so exploitation requires a poisoned workspace or shared .metadata rather than a data file, which caps severity at Medium.","MANIFEST.MF L8; L52-L67; org.mwc.cmap.core/META-INF/MANIFEST.MF L8; org.mwc.cmap.xyplot/src/org/mwc/cmap/xyplot/views/XYPlotView.java L1112-L1128, L1150-L1174",Any XStream.fromXML on attacker-influenced XML; today that is workbench.xml/memento content in the workspace .metadata folder.,"Upgrade to XStream 1.4.21+ and configure xs.allowTypes/allowTypesByWildcard for the few JFreeChart/Debrief classes needed, or replace the memento serialization with plain strings.",M,"grep-able (jar version), but exploitability assessment required locating the single consumer.",CVE-2020-26217; CVE-2021-29505; CVE-2021-39139; CVE-2022-41966; CVE-2021-39144; CVE-2024-47072,
CR-077,A3,org.mwc.cmap.legacy,MWC.GUI.Tools.Operations,RightClickPasteAdaptor,org.mwc.cmap.legacy/src/MWC/GUI/Tools/Operations/RightClickPasteAdaptor.java,security,unsafe-deserialization,Medium,Medium,candidate,AWT clipboard Plottable flavor deserialized before checking Transferable origin,"createMenu asks the AWT clipboard for PlottableSelection.PlottableFlavor (a DataFlavor built from the Plottable class, i.e. application/x-java-serialized-object, PlottableSelection L77) and calls tr.getTransferData at L256 BEFORE the `tr instanceof PlottableSelection` check at L260. For a Transferable proxy coming from another process AWT's DataTransferer reconstructs the object with ObjectInputStream, so foreign clipboard bytes are deserialized on every right-click on a Layer. Debrief Lite's OutlinePanelView does this correctly (instanceof check at L866 before getTransferData L870).",L247-L256; L260,Another process publishes clipboard data under the application/x-java-serialized-object;class=MWC.GUI.Plottable flavor; analyst right-clicks a layer in the legacy Swing outline.,Move the `tr instanceof PlottableSelection` test before getTransferData (as OutlinePanelView does) so only in-process Transferables are unwrapped.,S,Requires knowing AWT deserializes serialized-object flavors for foreign Transferables and noticing the ordering of the instanceof check.,-,
CR-080,A3,org.mwc.debrief.legacy,Debrief.Tools.Operations,OpenPlot,org.mwc.debrief.legacy/src/Debrief/Tools/Operations/OpenPlot.java,security,unsafe-deserialization,Medium,High,candidate,.dpl plot files are loaded via unfiltered Java serialization,"OpenPlotAction.execute opens the user-selected *.dpl file with a raw ObjectInputStream and calls readObject() (L66-L71) with no ObjectInputFilter; the Session cast happens only after the whole graph has been reconstructed, so any Serializable class reachable from the legacy bundle (and the whole flat classpath in Debrief Lite) is instantiated with attacker data. Reachability caveat: the only reference to OpenPlot outside its own file is a commented-out block in Application.java L503-L508, so this tool is dead code in the shipped RCP/Lite products; it remains a live class that would become Critical if re-wired.",L61-L71,A crafted plot.dpl containing a deeply nested HashSet graph (SerialDOS) or a gadget chain for any bundled library; user chooses File > Open Plot in the legacy Swing app.,"Delete OpenPlot/SavePlotAs and the .dpl format, or add a strict ObjectInputFilter allowlisting Debrief/MWC session classes with depth/size limits.",S,"Severity depends on establishing that the code path is unreachable from the RCP product, which required tracing callers.",-,
CR-081,A4,org.mwc.cmap.geotools,-,gt-main-21.2.jar,org.mwc.cmap.geotools/libs/gt-main-21.2.jar,supply-chain,outdated-dependency,Medium,High,candidate,"GeoTools 21.2 (2019, EOL) + 100 transitive jars incl. vulnerable h2/hsqldb","The whole org.mwc.cmap.geotools/libs tree (gt-*-21.2, gt-swt-23-SNAPSHOT, 34 jt-* JAI-tools jars, JAI 1.1.3 from 2006) is hand-vendored and unmaintained; GeoTools is now on 33.x with Java 17+ and jakarta.* moves, which #5237 must absorb. Bundled transitive jars carry confirmed CVEs even though Debrief code only touches shapefile/geotiff/referencing/render (NaturalearthUtil, NELayer, WorldImageLayer): gt-jdbc-21.2 CVE-2023-25158 (SQL injection via filter encoding), h2-1.4.200 CVE-2021-42392 / CVE-2022-23221 (JNDI RCE via JDBC URL; no Debrief code opens an H2 URL), hsqldb-2.2.8 CVE-2022-41853 (used only by gt-epsg-hsql against the bundled EPSG DB), commons-text-1.6 CVE-2022-42889 (StringSubstitutor not invoked), jdom2-2.0.6 CVE-2021-33813, guava-27.0 CVE-2023-2976, jackson-core-2.9.9 CVE-2025-52999, commons-io-2.6 CVE-2021-29425/CVE-2024-47554. None of these paths is reached by untrusted input today, so this is an outdated-dependency row rather than a vulnerable one.",org.mwc.cmap.geotools/META-INF/MANIFEST.MF L10-L140 (Bundle-ClassPath); org.mwc.cmap.geotools/build.properties; org.mwc.cmap.NaturalEarth/src/org/mwc/cmap/naturalearth/wrapper/NELayer.java; org.mwc.cmap.geotools/src/org/mwc/cmap/geotools/gt2plot/WorldImageLayer.java,N/A for current code paths; any future use of gt-jdbc/H2 or shapefile attribute filters from user input would become exploitable.,"Move the plugin to a Tycho pomDependencies=consider / target-platform Maven location so GeoTools and its transitive set are resolved from Maven Central (33.x) and Dependabot can track them; drop gt-jdbc, gt-jdbc-h2, h2 and hsqldb if unused.",L,Needed to check each transitive CVE against actual Debrief usage to avoid a false High.,CVE-2023-25158; CVE-2021-42392; CVE-2022-23221; CVE-2022-41853; CVE-2022-42889; CVE-2021-33813; CVE-2023-2976; CVE-2025-52999; #5237,
CR-082,A4,org.mwc.cmap.legacy,-,poi-ooxml-4.1.2.jar,org.mwc.cmap.legacy/libs/poi-ooxml-4.1.2.jar,supply-chain,vulnerable-dependency,Medium,Medium,candidate,Apache POI 4.1.2 (2020) with CVE-2025-31672 reachable via .doc/.docx import,"poi-4.1.2, poi-ooxml-4.1.2, poi-ooxml-schemas-4.1.2, poi-scratchpad-4.1.2 and xmlbeans-3.1.0 are on the cmap.legacy Bundle-ClassPath L19-23 and exported to debrief.legacy. OSV lists CVE-2025-31672 (poi-ooxml: inconsistent handling of duplicate [Content_Types].xml entries lets a crafted OOXML file be parsed differently than intended) and CVE-2022-26336 (poi-scratchpad HMEF OOM; HMEF is not used by Debrief). XWPFDocument/HWPFDocument are constructed directly from analyst-selected .docx/.doc via MsDocXLoader/MsDocLoader and ImportASWDataDocument, so the ooxml path is reachable. POI 4.1.2 is also EOL and blocks Java 25 (#5237).","org.mwc.cmap.legacy/META-INF/MANIFEST.MF L19-L23; org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Word/ImportRiderNarrativeDocument.java L343, L354, L408; org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Word/ImportASWDataDocument.java L616; org.mwc.debrief.core/plugin.xml L224-L228",A .docx with two conflicting [Content_Types].xml entries opened via File > Open.,"Upgrade to POI 5.4.x (poi, poi-ooxml, poi-ooxml-lite, poi-scratchpad, xmlbeans 5.x, commons-compress 1.27, log4j-api) and remove the duplicate POI 3.14 jars from org.mwc.debrief.legacy.",M,Needed to distinguish the HMEF-only CVE from the reachable OOXML one and to confirm the 3.14 copies are not the ones on the classpath.,CVE-2025-31672; CVE-2022-26336; #5237,
CR-083,A4,org.mwc.debrief.legacy,-,jsoup-1.11.3.jar,org.mwc.debrief.legacy/libs/jsoup-1.11.3.jar,supply-chain,vulnerable-dependency,Medium,High,candidate,jsoup 1.11.3 DoS (CVE-2021-37714) parsing XML from user-chosen PPTX template,"jsoup before 1.14.2 can be driven into an infinite loop / excessive CPU by crafted markup (CVE-2021-37714); 1.11.3 also carries CVE-2022-36033 (XSS via cleaner, not used). ParsePresentation L31 and FindMap L51 call Jsoup.parse(..., Parser.xmlParser()) on slide XML extracted from the analyst-selected PowerPoint template, so a hostile template hangs the export.",org.mwc.debrief.legacy/META-INF/MANIFEST.MF L15; Debrief/ReaderWriter/powerPoint/ParsePresentation.java L31; Debrief/ReaderWriter/powerPoint/FindMap.java L51,A .pptx template whose ppt/slides/slide1.xml contains the CVE-2021-37714 trigger (deeply nested unclosed tags) selected in Preferences and used by Export to PowerPoint.,Upgrade to org.jsoup:jsoup 1.18.x (API compatible for parse/select).,S,grep-able,CVE-2021-37714; CVE-2022-36033,
CR-087,A4,org.mwc.debrief.targetplatforms,-,eclipse-latest.target,org.mwc.debrief.targetplatforms/eclipse-latest.target,supply-chain,outdated-dependency,Medium,High,candidate,"Target platform pinned to Eclipse 2021-12 / GEF 3.11 (2016), http repos","The target pins Eclipse platform 4.22 (releases/2021-12, L45-67), GEF 3.11.0.201606061308 (2016, L62), Orbit R20210223232630 (guava 30.1, gson 2.8.6, protobuf 2.4.0 from 2011, asm 5.0.1, L86-92), Nebula 2.5.0 (L95), EASE 0.8.0 (L70), WTP 3.23 / webtools 2021-03 (L37, L100) and a duplicate 2021-03 release repo (L42). Eclipse 4.22 predates the platform XXE fix CVE-2023-4218 (Eclipse < 4.29 parses project XML without entity restrictions) and four years of SWT/JFace/p2 fixes; three repositories are fetched over http:// (L42, L45, L95). The Java 25 upgrade (#5237) requires Eclipse 2025-09+ anyway.","org.mwc.debrief.targetplatforms/eclipse-latest.target L37, L42, L45, L62, L70, L92, L95, L100, L151",Open a hostile .project/.settings XML in the workspace (CVE-2023-4218); MITM of http:// p2 metadata during a build.,"Regenerate eclipse-latest.tpd against Eclipse 2025-09 (or the release chosen for #5237), latest Orbit/Nebula/EASE, GEF Classic 3.20, and use https:// for every repository.",L,grep-able,CVE-2023-4218; #5237,
CR-088,A5,org.mwc.cmap.legacy,MWC.Algorithms.EarthModels,FlatEarth,org.mwc.cmap.legacy/src/MWC/Algorithms/EarthModels/FlatEarth.java,bug,thread-safety,Medium,Medium,candidate,Global earth model returns one shared mutable WorldLocation from add(),"add() writes its result into the instance field _workingLocation and returns it. Because a single FlatEarth instance is the process-wide model held in WorldLocation._model, two threads calling WorldLocation.add/addToMe concurrently (e.g. SATC/TMA solver threads, background import while the plot paints) can interleave setLat/setLong/setDepth and the copy made in WorldLocation.add, yielding a location with mixed lat/long from two different calls.",L96; L108-L146,Import a large .dpf on a background job while a plot with relative-projection animation repaints; occasional fixes land at a corrupted position.,"Allocate the result (or accept a caller-supplied result object as subtract(...,res) already does) rather than sharing a field on a globally shared instance.",S,Requires knowing the instance is installed as a static singleton by WorldLocation and CorePlugin; local inspection of the method looks like a harmless optimisation.,-,
CR-089,A5,org.mwc.cmap.legacy,MWC.Algorithms,FrequencyCalcs,org.mwc.cmap.legacy/src/MWC/Algorithms/FrequencyCalcs.java,algorithm-correctness,logic-error,Medium,Medium,candidate,"calcDopplerComponent hard-codes 2951 kts speed of sound, ignores preference","calcDopplerComponent uses a local constant speedOfSoundKts = 2951 rather than the value the application configures via SPEED_OF_SOUND_KTS_PROPERTY/SpeedOfSoundKts, whereas the related getPredictedFreq/calcPredictedFreqSI take the speed of sound as a parameter. Debrief.Wrappers.Track.Doublet calls calcDopplerComponent when computing ownship Doppler corrections for frequency residual analysis, so a user-set speed of sound (e.g. 2900 kts for warm water) is silently not applied to that component. Also uses (bearing - course) without wrap, which is harmless under cos but inconsistent with travellingTowards, a private helper referenced only by the inline test.",L558-L560; L571-L582; L642-L651,Set SpeedOfSound preference to 2900 kts and view frequency residuals: the ownship Doppler correction still uses 2951 kts (about 1.8% error in the correction term).,Add a speedOfSoundKts parameter (or read the shared property) to calcDopplerComponent and pass it from Doublet.,S,Requires noticing the constant duplicates a configurable property and following the Doublet call path.,Debrief.Wrappers.Track.Doublet L42 L295,
CR-090,A5,org.mwc.cmap.legacy,MWC.Algorithms.Projections,FlatProjection,org.mwc.cmap.legacy/src/MWC/Algorithms/Projections/FlatProjection.java,algorithm-correctness,projection-error,Medium,High,candidate,"zoom(value, area) shifts the data area with dimensionally wrong deltas","After scaling, the method computes deltaX = actualCenter.lat - desiredCenter.lat and deltaY = long difference (names swapped) and then adds deltaX * _scaleVal to latitudes and deltaY * _scaleVal to longitudes, multiplying a degree offset by a degrees-per-pixel scale. The intended recentring on 'area' therefore moves the view by an arbitrary amount (tiny at normal scales), and the comment at L447 admits the inline test does not pass. This is the production path for the plot Zoom tool when dragging bottom-right to top-left (plotViewer ZoomIn -> ZoomOutAreaAction -> projection.zoom(scale, area)).",L447; L477-L491; L47-L106,In the plot editor select the zoom tool and drag a rectangle from bottom-right to top-left: the view zooms out but is not centred on the selected area.,"Compute the new area directly: centre on area.getCentre() with width/height equal to the old area's times value (or reuse setCentre on the recomputed area), and enable the inline test.",S,Needs unit reasoning (degrees times degrees/pixel) and tracing the RCP caller to see that the TODO-marked code is live.,org.mwc.cmap.plotViewer ZoomIn L180; MWC/GUI/Tools/Chart/ZoomOut.java L200,
CR-091,A5,org.mwc.cmap.legacy,MWC.GenericData,Duration,org.mwc.cmap.legacy/src/MWC/GenericData/Duration.java,bug,string-parsing,Medium,High,verified,fromString maps unknown units to MICROSECONDS; NoSuchElementException,"fromString tokenises value and units and calls getUnitIndexFor, which returns 0 (MICROSECONDS) for any unrecognised label; verified Duration.fromString(""12 mins"") yields 0 ms. A string with no units token throws NoSuchElementException rather than the declared ParseException. Used by StepperHandler (trail length, step sizes) and MWCXMLReader.readThisDuration when loading .dpf files.",L133-L152; L168-L178,".dpf Stepper attribute TrailLength=""5 mins"" (or ""5 min""): loaded as 5 microseconds, effectively zero trail; ""5"" alone crashes the loader with NoSuchElementException.",Validate the token count and reject unknown unit labels with ParseException; accept common aliases.,S,The dangerous default (index 0 = smallest unit) is only apparent by reading the labels array ordering together with the loader callers.,org.mwc.debrief.core StepperHandler L194 L409-L431,
CR-092,A5,org.mwc.cmap.legacy,MWC.GenericData,HiResDate,org.mwc.cmap.legacy/src/MWC/GenericData/HiResDate.java,bug,time-handling,Medium,High,verified,"copyOnlyTime/copyOnlyDate use the default local time zone, shifting across DST","Both helpers build Calendar.getInstance() (JVM default zone) and copy HOUR_OF_DAY etc., while every other Debrief formatter is fixed to GMT (GMTDateFormat). When source and target fall on different DST offsets the copied time shifts by the DST delta. Verified by compiling with -Duser.timezone=Europe/London: copyOnlyTime(2020-07-01T12:00Z, 2020-01-15T00:00Z) returns 200115 130000 instead of 120000. Callers are the Pepys import time-filter controls.",L248-L261; L269-L281,Pepys import dialog: user keeps the time-of-day from a summer date and changes the date to winter (or vice versa) on a machine in a DST zone; the filter boundary moves by one hour.,"Use Calendar.getInstance(TimeZone.getTimeZone(""GMT"")) (or java.time with ZoneOffset.UTC) in both helpers.",S,grep-able,org.mwc.debrief.pepys PepysImportController L166 L190 L215 L239,
CR-093,A5,org.mwc.cmap.legacy,MWC.GenericData,TimePeriod,org.mwc.cmap.legacy/src/MWC/GenericData/TimePeriod.java,bug,null-deref,Medium,High,verified,BaseTimePeriod NPE on INVALID_DATE (null) in overlaps/hashCode/contains,"INVALID_DATE is null, yet overlaps() calls _startDTG.equals(INVALID_DATE) and _endDTG.equals(INVALID_DATE) before checking for null, so the documented 'we don't have a start time -> return TRUE' branch is unreachable; verified new BaseTimePeriod(null,null).overlaps(a,b) throws NullPointerException. hashCode() calls getStartDTG().getDate() and also NPEs on the INVALID period (verified), so such periods cannot go in hash collections even though equals() handles nulls. contains(null) likewise NPEs.",L113-L124; L181-L187; L220-L245,"Layer or narrative entry with unset start/end (period created via new BaseTimePeriod(null,null) then overlaps(...) during time-filtering).",Test _startDTG == null / _endDTG == null (or use isInvalid()) before dereferencing; make hashCode null-safe with Objects.hash.,S,grep-able,-,
