id,slice,plugin,package,class,file_path,category,issue_type,severity,confidence,status,title,description,instances,trigger_input,suggested_fix,effort,llm_value,related,github_issue
CR-129,A8,org.mwc.asset.legacy,ASSET.Models.Sensor.Initial,InitialSensor,org.mwc.asset.legacy/src/ASSET/Models/Sensor/Initial/InitialSensor.java,algorithm-correctness,unit-mismatch,Medium,High,candidate,Sonar equation subtracts own-ship and background noise separately in dB inste...,"detectThis computes fom = tgtNoise - (osNoise - di) - rd - bkNoise (L177). Two noise levels in dB cannot be subtracted independently: the noise term should be the power sum NL = 10log10(10^(os/10)+10^(bk/10)). With realistic values (os 60 dB, bk 35 dB) the code removes 95 dB where the physics removes ~60 dB, so signal excess is under-estimated by tens of dB whenever self noise is non-zero. (Today this is masked because CoreParticipant.getSelfNoiseFor returns 0; fixing that bug exposes this one.) CoreSensor.SensorUtils.powerSum (CoreSensor L112) exists but is unused here.",L169-L178,"BroadbandSensor host with SelfNoise 60 dB, environment bkgnd 35 dB, target 120 dB at short range: code gives SE = 120-(60-34)-2-35-loss = 57-loss; correct SE = 120-(60.01-34)-2-loss = 92-loss.","Replace '- (osNoise - di) - rd - bkNoise' with '- (SensorUtils.powerSum(osNoise, bkNoise) - di) - rd'.",S,Requires domain knowledge of the passive sonar equation; not greppable.,-,
CR-130,A8,org.mwc.asset.legacy,ASSET.Models.Sensor.Initial,InitialSensor,org.mwc.asset.legacy/src/ASSET/Models/Sensor/Initial/InitialSensor.java,algorithm-correctness,angle-wrap,Medium,Medium,candidate,Ambiguous-bearing selection compares a relative bearing with an absolute cour...,"RelBrg = bearing - course is not wrapped to +/-180 (L185-L186). handleAmbiguousBearing then decides which of the two bearings is 'true' with 'if (RelBrg < crse)' (L283), comparing a relative bearing (-360..360) against an absolute course (0..360); the outcome is arbitrary and flips as the host turns through north, swapping bearing and ambiguous bearing in DetectionEvent and thus in every downstream TMA/observer output. The wrap loop also uses '> 360' instead of '>= 360' (L277).",L185-L186; L271-L294,"Towed-array (setAmbiguous(true)) host on course 350 with a target at true bearing 010: RelBrg=-340, crse=350, so the true bearing is stored as the ambiguous one; on course 010 with target at 350 the assignment inverts.","Normalise RelBrg to (-180,180] once; choose the primary bearing by a stable rule (e.g. always store the true bearing in setBearing and mirror in setAmbiguousBearing) rather than comparing relative to absolute.",S,Requires reasoning about angular reference frames.,-,
CR-131,A8,org.mwc.asset.legacy,ASSET.Models.Sensor,SensorList,org.mwc.asset.legacy/src/ASSET/Models/Sensor/SensorList.java,algorithm-correctness,unit-mismatch,Medium,High,candidate,Active-sonar source levels and vessel radiated noise added arithmetically in dB,"getRadiatedNoiseFor sums source levels of all working active sensors with 'res += at.getSourceLevel()' (L366) and CoreParticipant.getRadiatedNoiseFor adds that to the vessel level ('vesselRadiated + sensorRadiated', CoreParticipant L648). Adding decibels linearly (e.g. 120 dB + 200 dB = 320 dB) massively over-states the target's radiated level, so any passive sensor 'hears' a pinging ship at absurd ranges. Additionally the medium filter at L359 never matches: active sensors report BROADBAND_ACTIVE (5) while passive queries ask for BROADBAND_PASSIVE (0), whereas radiatesThisMedium (L451-L466) ignores the medium entirely, so the two methods disagree about whether a pinging vessel radiates.",L350-L372; L451-L466; CoreParticipant L644-L650,Surface ship with BroadbandRadNoise 120 dB and a working ActiveBroadbandSensor SL 200 dB; passive detector queries radiated noise for BROADBAND_PASSIVE.,Combine levels with SensorUtils.powerSum; decide consistently which medium an active transmission pollutes and use the same test in getRadiatedNoiseFor and radiatesThisMedium.,S,Needs dB domain knowledge and cross-class tracing of medium constants.,-,
CR-132,A8,org.mwc.asset.legacy,ASSET.Participants,CoreParticipant,org.mwc.asset.legacy/src/ASSET/Participants/CoreParticipant.java,bug,api-misuse,Medium,High,candidate,Demanded sensor states after the first are never applied; restart() casts the...,"doMovement creates one iterator over the sensors (L426) outside the loop over demanded sensor states (L435-L445); after the first DemandedSensorStatus exhausts it, later states are silently ignored, so a decision that switches two sensors only switches one. restart() copies _participantDetectedListeners while casting it to Vector<ParticipantDecidedListener> (L797-L803), producing ClassCastException when a detected-only listener is iterated as a decided listener (and NPE when only decided listeners are registered).",L426-L445; L795-L804,Decision model issuing DemandedStatus with two DemandedSensorStatus entries (e.g. ChangeSensorLineUp for two mediums); scenario restart with a DetectionObserver attached but no decided listener.,Create the sensor iterator inside the per-state loop; clone _participantDecidedListeners at L797.,S,Copy-paste bugs visible only by reading the loop structure.,-,
CR-133,A8,org.mwc.asset.legacy,ASSET.Scenario.Genetic,Gene,org.mwc.asset.legacy/src/ASSET/Scenario/Genetic/Gene.java,bug,api-misuse,Medium,High,candidate,Genes share one XMLVarianceList (clone returns this); createRandom mutates it...,"Gene relies on XMLVarianceList.clone() and XMLVariance.clone(), but both return 'this' (XMLVarianceList L92-L97, XMLVariance L541-L546). Every Gene therefore aliases the same chromosome list; createRandom iterates that list while adding to it (L341-L349) which throws ConcurrentModificationException on a Vector iterator, and mergeWith mutates the shared objects. compareTo returns -1 for distinct genes of equal fitness (L322-L333), violating antisymmetry for the TreeSets in GeneticAlgorithm; equals casts without instanceof (L362) and hashCode is not overridden. getDocument() always returns null because _newDocument is a final null field (L274).",L274; L317; L322-L333; L341-L349; L362,Run GeneticAlgorithm.generate() with a population>1 on any variance file (only reachable from org.mwc.asset.test AllTests / GUI factory).,Implement real deep clones; randomise in place instead of appending; make compareTo consistent (compare fitness then identity); implement hashCode.,M,Requires following clone() into the callee to see it is a no-op.,-,
CR-134,A8,org.mwc.asset.legacy,ASSET.Scenario.Genetic,GeneticAlgorithm,org.mwc.asset.legacy/src/ASSET/Scenario/Genetic/GeneticAlgorithm.java,algorithm-correctness,logic-error,Medium,High,candidate,promote() sorts with a broken comparator and indexes past the array; sort() d...,"promote's Comparator returns '1 - compareTo' (L358): equal -> 1, greater -> 0, less -> 2, so it is not a valid ordering (TimSort may throw IllegalArgumentException) and the 'descending' sort is wrong; the trim loop then reads list[ii] for ii<_stars_size without checking list.length (L364-L365) and throws ArrayIndexOutOfBounds when fewer genes than stars exist. In step(), lowScoresHigh negates scores (L484-L485) so a legitimate score of 1.0 becomes -1.0 == INVALID_SCORE and is silently discarded by sort() (L435). TotalRunner starts from score=-1 so the product is negated (L142). _currentGene is a static shared field (L156).",L142; L156; L358; L364-L365; L435; L484-L485,"GA with stars_size=5 and 3 valid genes, or any runner returning exactly 1.0 with lowScoresHigh=true.","Use Collections.reverseOrder()/negated compareTo, bound the trim loop by list.length, and use a separate 'valid' flag instead of the -1 sentinel.",S,Requires reasoning about comparator contracts and sentinel collisions.,-,
CR-135,A8,org.mwc.asset.legacy,ASSET.Scenario.Observers,ProportionDetectedObserver,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/ProportionDetectedObserver.java,algorithm-correctness,statistical-error,Medium,Medium,candidate,"Target count never reset across restarts and never decremented, skewing propo...","_numTargets is only populated when it is 0 (L236) and incremented on every newParticipant matching the target type (L224), but is never reset in performSetupProcessing/restart and never decremented in participantRemoved. In a multi-run (restart) session any target-type participant created mid-run (e.g. launched weapons or buoys matching the type) inflates the denominator permanently, so getProportionDetected() and the batch statistic drift downward run after run.",L222-L226; L231-L242,Scenario restarted 10 times where a target-type participant is created during each run: denominator grows by one each restart.,Reset _numTargets in performSetupProcessing (recount from the scenario) and decrement in participantRemoved.,S,Requires reasoning about observer lifecycle across restarts.,-,
CR-136,A8,org.mwc.asset.legacy,ASSET.Scenario.Observers,ProximityObserver,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/ProximityObserver.java,algorithm-correctness,logic-error,Medium,High,candidate,Watch/target lists captured only at setup: participants created during the ru...,"performSetupProcessing snapshots matching participants into _watchVessels/_targetVessels (L575-L598) and step() only iterates those (L665-L680). The observer does not implement ParticipantsChangedListener, so a torpedo/weapon or sensor buoy created via scenario.createParticipant during the run (LaunchWeapon L939, LaunchSensor L229) is never range-checked, and StopOnProximityObserver never stops a scenario on a launched weapon's closest approach.",L575-L598; L665-L680,StopOnProximityObserver with WatchType=TORPEDO against a target when the torpedo is launched by a LaunchWeapon behaviour after start.,Register as ParticipantsChangedListener and add/remove from the lists on newParticipant/participantRemoved.,S,Requires knowing how weapons enter the scenario.,-,
CR-137,A8,org.mwc.asset.legacy,ASSET.Scenario.Observers,RemoveInAreaObserver,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/RemoveInAreaObserver.java,algorithm-correctness,unit-mismatch,Medium,High,candidate,Batch result converts a participant count with Degs2m and labels it 'range (m...,"performCloseProcessing submits '(int) Conversions.Degs2m(_myScore)' (L295) but _myScore is the number of removed participants (incremented in ditchThese L127), copied from ProximityObserver where the score is a range in degrees; the batch collator therefore records 111,120 per removed participant under the unit label 'range (metres)' (L335). restart() also resets _myScore to -1 (L343) whereas setup/close use 0, so the first removal after a restart is counted as 0.",L295; L301; L335; L343,Monte-Carlo run with RemoveInAreaObserver batch collation (AVERAGE): output shows 222240 for two removed vessels.,Submit _myScore directly with units 'participants'; reset to 0 in restart().,S,Requires recognising a copy-paste from a sibling class with different semantics.,-,
CR-138,A8,org.mwc.asset.legacy,ASSET.Util.MonteCarlo,LocationOffset,org.mwc.asset.legacy/src/ASSET/Util/MonteCarlo/LocationOffset.java,algorithm-correctness,logic-error,Medium,High,candidate,LocationOffset ignores RandomModel and fails to remove long/relative location...,"newPermutation always draws bearing and range uniformly (L204-L205) regardless of the RandomModel attribute read at L100 (a uniform range gives a centre-heavy density, and a Normal model is silently ignored). execute() tries to remove an existing location child but both branches test 'shortLocation' (L138-L144), so a longLocation or relativeLocation child is kept alongside the inserted shortLocation; which one the scenario reader honours is undefined.",L100; L138-L144; L202-L208,"Variance with <LocationOffset RandomModel=""Normal""> applied to a participant whose Location is given as longLocation.",Copy the three-way removal from LocationArea.execute (L123-L136) and honour _myRandomModel when drawing range/bearing.,S,Copy-paste duplicate condition is visible on reading; the ignored field needs data-flow tracing.,-,
CR-139,A8,org.mwc.asset.legacy,ASSET.Util.MonteCarlo,XMLRange,org.mwc.asset.legacy/src/ASSET/Util/MonteCarlo/XMLRange.java,algorithm-correctness,off-by-one,Medium,High,candidate,Stepped Range never generates its max value; step larger than range collapses...,"getNextRandom with a step computes num_steps=(int)((max-min)/step) and rnd in [0,num_steps-1], so the value max is unreachable (L280-L283). For min=0,max=90,step=30 only 0,30,60 are ever produced; when step>(max-min) num_steps is 0 and every permutation is min. Also step=0 divides by zero (Infinity cast to int) giving garbage. Uniform, non-stepped ranges are fine.",L274-L289,"Variance attribute <Range min=""0"" max=""90"" step=""30""/> with Number=1000: value 90 never appears.",Use num_steps = (int)Math.round((max-min)/step)+1 (guard step<=0) so both ends are inclusive.,S,Requires evaluating integer truncation semantics.,-,
CR-140,A8,org.mwc.asset.legacy,ASSET.Util.MonteCarlo,XMLRange,org.mwc.asset.legacy/src/ASSET/Util/MonteCarlo/XMLRange.java,algorithm-correctness,sign-error,Medium,High,candidate,merge() perturbation is always negative: value drifts to min during GA crossover,"merge computes var_2 = 2*0.05*(max-min) and adds '(var_2)*rand - (var_2)' (L319-L322), i.e. a perturbation uniformly in [-var_2, 0] instead of the intended symmetric [-variance, +variance]. Every crossover pushes the chromosome downward until clamped at min (L325-L326), biasing the genetic search.",L313-L327,Any GA run (GeneticAlgorithm.mutate -> Gene.mergeWith -> XMLRange.merge) with a Range chromosome; average of merged values decreases monotonically.,Use '_currentValue += var_2 * rand - variance;'.,S,Requires arithmetic reasoning about the intended distribution.,-,
CR-180,A1,org.mwc.asset.legacy,ASSET.Util.XML,ASSETReaderWriter,org.mwc.asset.legacy/src/ASSET/Util/XML/ASSETReaderWriter.java,bug,dead-code,Low,High,candidate,Scenario export always throws after building the document; importer shares st...,"exportThis() constructs the full DOM and then unconditionally throws UnsupportedOperationException('Xerces DOM export deprecated'), so any caller believes export is available but it never writes anything. importParticipant() communicates its result through the static field _tempPart, so concurrent participant imports overwrite each other.",L76-L123 (L94); L65; L125-L184,"Any call to ASSETReaderWriter.exportThis(scenario, layer, os)",Replace the throw with the Transformer-based serialisation used elsewhere (DebriefXMLReaderWriter.outputContent) and return the participant via a local holder.,S,grep-able,-,
CR-184,A1,org.mwc.gnd.demonstrator,org.pml.debrief.KMLTransfer,KMLTX_Presenter,org.mwc.gnd.demonstrator/src/org/pml/debrief/KMLTransfer/KMLTX_Presenter.java,security,xxe,Low,High,candidate,Demonstrator KMZ-to-DB loader parses KML with default SAXParser and calls Sys...,"processThisFile() parses the first entry of each zip in a hard-coded directory with SAXParserFactory.newInstance().newSAXParser() (no hardening), and the handler calls System.exit(1) on any SQLException. It is a developer utility with a hard-coded path so impact is low, but it is still an XXE sink on attacker-supplied KMZ.",L259; L379-L384; L388; L515-L518,KMZ whose first entry is a KML with an external entity,Harden the parser or delete the demonstrator from the product build.,S,grep-able,CWE-611,
CR-192,A3,org.mwc.asset.comms,org.mwc.asset.comms.restlet.host,HostServer,org.mwc.asset.comms/src/org/mwc/asset/comms/restlet/host/HostServer.java,security,logic-error,Low,High,candidate,Scenario control REST API bound on all interfaces with no authentication,"go() starts a Restlet Component listening on HTTP 8080 on every interface with the FILE client protocol enabled (L33-L37); GuestServer does the same on 8081 (GuestServer L36-L38). The routed handlers accept PUT/POST that change scenario state and participants' demanded status (router L66-L80; DemStatusHandler L27-L30, ScenarioStateHandler L25-L28) with no authentication, authorization or origin check, and ASSETResource parses path ids with Integer.parseInt without catching NumberFormatException (ASSETResource L26-L38). Real type: missing authentication on a network control surface. Experimental plugin, standalone main().",L32-L40; L62-L80,curl -X PUT http://<analyst-host>:8080/v1/scenario/1/state from any LAN host while HostServer runs.,"Bind to 127.0.0.1 by default, add a ChallengeAuthenticator or token check, drop Protocol.FILE, and validate ids.",M,Assessing exposure needed reading the router and handler verbs; partly grep-able.,-,
CR-193,A3,org.mwc.asset.legacy,ASSET.Scenario.Observers.Recording,RecordStatusToDBObserverType,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/Recording/RecordStatusToDBObserverType.java,security,secrets-handling,Low,High,candidate,"Hard-coded public DB host, user and password constant in ASSET observer","The observer connects to a hard-coded public IPv4 address (86.134.91.5:5432/gnd) as user 'dev' with a compile-time password constant (currently the placeholder 'MISSING'). Credentials and endpoint are baked into shipped bytecode; the pattern invites a real password being committed, and the observer will silently fail against the stale host.",L191; L266-L267; L423-L424,Enable the RecordStatusToDB observer in an ASSET scenario: it attempts to connect to the hard-coded host with the constant credentials.,Move host/user/password to observer configuration (scenario XML attribute or preference) with no default password; or remove the dead observer.,S,grep-able,-,
CR-194,A3,org.mwc.asset.legacy,ASSET.Util.jip.rmi,RMILookup,org.mwc.asset.legacy/src/ASSET/Util/jip/rmi/RMILookup.java,security,ssrf-or-unvalidated-url,Low,High,candidate,Multicast request dictates reply port; service stub is serialized to any peer,"run() parses an unauthenticated multicast datagram (L193-L210), takes the reply port from the packet, opens a TCP connection to the sender at that port and writes a MarshalledObject of the live RMI service (L233-L236). Any host in the multicast group can harvest the service stub or make the lookup thread connect to arbitrary ports on itself. Integer.parseInt at L208 is outside the try at L201-L206 so a non-numeric port kills the listener thread (uncaught NumberFormatException propagates to L252 and the loop exits). Dead code (no callers).",L193-L210; L233-L236,Datagram `<header><delim>abc<delim>iface<delim>ANY` sent to the jip multicast group: listener thread terminates permanently.,"Remove the package, or validate port range, catch NumberFormatException inside the loop and restrict replies to the source address of trusted peers.",S,Control-flow reading needed to see parseInt sits outside the protective try block.,-,
CR-195,A3,org.mwc.asset.legacy,ASSET.Util.jip.tools,JarServer,org.mwc.asset.legacy/src/ASSET/Util/jip/tools/JarServer.java,security,path-traversal,Low,High,candidate,Toy HTTP jar server serves any *.jar/*.class path including ../ traversal,"serviceRequest extracts the path from the request line and opens `new File(fileName)` (L70-L88) with only a suffix check (L81-L83); '../' segments and absolute paths are not rejected, so any .jar or .class readable by the process anywhere on disk is served over the network. It also NPEs on an empty request (ln null at L72) and never limits concurrent threads. Developer utility with its own main(), not wired into the product.",L46-L57; L70-L101,GET /../../../../usr/lib/jvm/.../rt.jar HTTP/1.0 against the listening port.,"Delete the class, or canonicalize the path and require it to start with the serving directory.",S,grep-able,-,
CR-199,A3,org.mwc.debrief.GNDManager,-,jackson-mapper-asl-1.9.4.jar,org.mwc.debrief.GNDManager/libs/jackson-mapper-asl-1.9.4.jar,supply-chain,outdated-dependency,Low,High,candidate,Codehaus jackson-mapper-asl 1.9.4 (abandoned 2013) parses network JSON,"jackson-mapper-asl/core-asl 1.9.4 are bundled by org.mwc.debrief.GNDManager, org.mwc.asset.legacy and org.mwc.cmap.legacy. The 1.x line is unmaintained; CVE-2019-10172 (XXE) and CVE-2019-10202 (polymorphic deserialization) are unfixed upstream. GNDManager's ESearch (L181-L184) and TrackStoreWrapper (L109) use it to parse responses from a user-configured Elasticsearch/CouchDB endpoint, i.e. remote data. No default typing is enabled so the deserialization CVE is not directly reachable.",org.mwc.debrief.GNDManager/libs; org.mwc.asset.legacy/libs; org.mwc.cmap.legacy/libs,Malicious or compromised GND server returning crafted JSON.,Migrate the three plugins to com.fasterxml jackson 2.x (already present in debrief.legacy) and drop the codehaus jars.,M,grep-able,CVE-2019-10172; CVE-2019-10202,
CR-200,A3,org.mwc.debrief.dis,org.mwc.debrief.dis.core,DISModule,org.mwc.debrief.dis/src/org/mwc/debrief/dis/core/DISModule.java,bug,logic-error,Low,High,candidate,"_entityNames guard uses Long key against Integer-keyed map, so it never matches","_entityNames is Map<Integer,String> (L52) but the name-listener checks `_entityNames.get(senderId)` with a long parameter (L62, L66), which autoboxes to Long and never equals an Integer key; the guard is therefore always true and the name is re-extracted/overwritten on every launch/new-track event, defeating the 'first name wins' intent and letting a later DETECTION message rename an entity.",L52; L62-L73,Two EventReport PDUs for the same entity: 'Entity 1 called Alpha has been created' then 'DETECTION E4-5' -> entity is renamed to E4-5.,"Cast senderId to int before the get(), or key the map by Long consistently.",S,Autoboxing mismatch is invisible to grep; needs type reasoning.,-,
CR-201,A3,org.mwc.debrief.dis,org.mwc.debrief.dis.providers.network,NetworkDISProvider,org.mwc.debrief.dis/src/org/mwc/debrief/dis/providers/network/NetworkDISProvider.java,bug,thread-safety,Low,Medium,candidate,Listener state shared across UI and network threads without synchronization,_gen is a plain ArrayList iterated on the receive thread (L268-L272) while addListener (L94-L96) may be called from the UI thread (ConcurrentModificationException); _running (L77) is a non-volatile boolean set by detach() on another thread; _senderSocket/_theAddress/_thePort are assigned on the attach() worker thread (L117-L122) but sendPause/sendPlay/sendStop use them from the UI thread (L196-L199) giving an NPE if the user presses Pause before attach's thread has run; _curExercise is written on the receive thread and read on the UI thread.,L76-L84; L94-L96; L117-L122; L185-L203; L253-L272,Click Launch then immediately Pause in the DIS Listener view before the multicast socket is created; or add a listener while PDUs are arriving.,"Use CopyOnWriteArrayList for _gen, mark _running/_curExercise volatile, create sockets synchronously in attach() (or guard sendPDU against null socket).",S,Requires tracing which thread runs each method.,-,
CR-204,A4,org.mwc.asset.NetCore,-,kryo-1.04.jar,org.mwc.asset.NetCore/libs/kryonet-1.04/kryo-1.04.jar,supply-chain,outdated-dependency,Low,Medium,candidate,Kryo/KryoNet 1.04 (2010) network deserialisation in ASSET multiplayer,"kryonet-1.04 with kryo-1.04, reflectasm-1.01, asm-3.3.1 and minlog-1.2 implement the NetAsset2 client/server protocol. Kryo 1.x is 15 years old and unsupported; Network.register (L249-260) does register the message classes explicitly, which prevents arbitrary-class instantiation, so exposure is limited to malformed-buffer crashes on the ASSET server port. Six further duplicate jars under libs/kryonet-1.04/kryonet/{lib,build} and onejar/ are unreferenced dead weight. Not part of the Debrief product.",org.mwc.asset.NetCore/META-INF/MANIFEST.MF L13-L18; org.mwc.asset.NetCore/src/org/mwc/asset/netCore/common/Network.java L249-L260; org.mwc.asset.NetCore/libs/kryonet-1.04/kryonet/lib/*.jar; libs/kryonet-1.04/onejar/kryonet-1.04-all.jar; libs/kryonet-1.04/akryonet-1.04.jar,Malformed packet to a running ASSET NetCore server.,Upgrade to Kryo 5.x/KryoNet fork or replace with a simple JSON-over-TCP protocol; delete the duplicate jar copies.,M,Needed reading Network.register to confirm class registration mitigates the classic Kryo risk.,-,
CR-205,A4,org.mwc.asset.legacy,-,postgresql-8.3-604.jdbc4.jar,org.mwc.asset.legacy/libs/postgresql-8.3-604.jdbc4.jar,supply-chain,outdated-dependency,Low,High,candidate,PostgreSQL JDBC 8.3-604 (2008) + hard-coded public DB credentials in ASSET,"postgresql-8.3-604.jdbc4.jar and postgis_1.3.5.jar (also in org.mwc.gnd.demonstrator with an extra unreferenced jdbc3 copy) predate every pgjdbc advisory (CVE-2020-13692 XXE, CVE-2022-21724, CVE-2022-31197 all affect < 42.2.x). RecordStatusToDBObserverType connects to a hard-coded public IP jdbc:postgresql://86.134.91.5:5432/gnd with a hard-coded DEV_PASSWORD (L266-267, L412-428). ASSET-only, not in the Debrief product, and the endpoint is almost certainly dead, so Low; the secret should nonetheless be removed from history.","org.mwc.asset.legacy/META-INF/MANIFEST.MF L434-L442; org.mwc.asset.legacy/src/ASSET/Scenario/Observers/Recording/RecordStatusToDBObserverType.java L266-L267, L412-L428; org.mwc.gnd.demonstrator/libs/postgresql-8.3-604.jdbc3.jar (unreferenced)",Running the ASSET RecordStatusToDB observer.,Delete the observer or make host/credentials configurable; remove both 8.3 drivers and postgis 1.3.5 (2009).,S,grep-able,CVE-2020-13692; CVE-2022-21724,
CR-206,A4,org.mwc.asset.legacy,-,xercesImpl-2.7.1.jar,org.mwc.asset.legacy/libs/xercesImpl-2.7.1.jar,supply-chain,vulnerable-dependency,Low,High,candidate,Unreferenced Xerces 2.7.1 (5 CVEs) and other dead jars committed in plugins,"xercesImpl-2.7.1.jar (CVE-2009-2625, CVE-2012-0881, CVE-2013-4002, CVE-2020-14338, CVE-2022-23437) is in org.mwc.asset.legacy/libs but not on Bundle-ClassPath or bin.includes. Other unreferenced jars found by comparing libs with MANIFEST.MF: org.mwc.asset.help/lib/commons-net-3.6.jar and org.mwc.debrief.help/lib/commons-net-2.2.jar (CVE-2021-37533), org.mwc.debrief.help/lib/easedoclet.jar, org.mwc.cmap.legacy/libs/junit-4.12.jar (CVE-2020-15250) and hamcrest-core-1.2.jar, org.mwc.debrief.track_shift/lib/finmath-lib-3.1.9-sources.jar, org.mwc.debrief.legacy/conf/one-jar-ant-task-0.97.jar, org.mwc.gnd.demonstrator/libs/pljava.jar, org.mwc.debrief.build and org.mwc.asset.build lib/jsch-0.1.44.jar (CVE-2016-5725) and checkstyle-5.6-all.jar (CVE-2019-9658, CVE-2019-10782). None is loaded at runtime.",org.mwc.asset.legacy/libs/xercesImpl-2.7.1.jar; org.mwc.asset.help/lib/commons-net-3.6.jar; org.mwc.debrief.help/lib/commons-net-2.2.jar; org.mwc.debrief.help/lib/easedoclet.jar; org.mwc.cmap.legacy/libs/junit-4.12.jar; org.mwc.cmap.legacy/libs/hamcrest-core-1.2.jar; org.mwc.debrief.track_shift/lib/finmath-lib-3.1.9-sources.jar; org.mwc.debrief.legacy/conf/one-jar-ant-task-0.97.jar; org.mwc.gnd.demonstrator/libs/pljava.jar; org.mwc.debrief.build/lib/jsch-0.1.44.jar; org.mwc.asset.build/lib/jsch-0.1.44.jar; org.mwc.debrief.build/lib/checkstyle-5.6-all.jar,None at runtime; scanner noise only.,git rm all listed jars; add a CI check that every jar under a plugin appears in its Bundle-ClassPath.,S,Needed automated MANIFEST/build.properties cross-check across 40 plugins.,CVE-2013-4002; CVE-2022-23437; CVE-2021-37533; CVE-2020-15250; CVE-2016-5725,
CR-212,A4,org.mwc.debrief.GNDManager,-,guava-14.0-rc1.jar,org.mwc.debrief.GNDManager/libs/guava-14.0-rc1.jar,supply-chain,vulnerable-dependency,Low,High,candidate,"Plugins outside the Maven build (GNDManager, asset.comms) carry vulnerable jars","org.mwc.debrief.GNDManager (guava-14.0-rc1 with CVE-2018-10237 unbounded-memory deserialisation, CVE-2020-8908, CVE-2023-2976; jackson-*-asl-1.9.4 with CVE-2019-10202; es4gwt, swing2swt) and org.mwc.asset.comms (unversioned com.thoughtworks.xstream.jar, Restlet 2.x, Smack XMPP, org.json, jettison; no MANIFEST.MF at all) are not listed as modules in pom.xml, so they are neither built nor shipped, but they remain importable Eclipse projects and are indexed by scanners.",org.mwc.debrief.GNDManager/META-INF/MANIFEST.MF (Bundle-ClassPath); org.mwc.debrief.GNDManager/libs/guava-14.0-rc1.jar; org.mwc.asset.comms/libs/RestLet/lib/com.thoughtworks.xstream.jar; org.mwc.asset.comms/libs/smack.jar; pom.xml L33-L107 (no module entries),Only if a developer manually adds the plugin to a launch config.,Delete both plugins (history preserves them) or move them to an archive repository.,S,Needed comparing pom.xml module list with plugin directories.,CVE-2018-10237; CVE-2019-10202,
CR-247,A8,org.mwc.asset.legacy,ASSET.Scenario,CoreScenario,org.mwc.asset.legacy/src/ASSET/Scenario/CoreScenario.java,bug,swallowed-exception,Low,High,candidate,Observer exceptions during step are printed and ignored; case id from Math.ra...,"fireScenarioStepped catches Exception from every ScenarioSteppedListener and only prints it (L961-L967), so an observer that fails (e.g. file write) silently produces empty results for the rest of the run. _myCaseId is built from unseeded Math.random() (L635) so case-keyed batch output is not reproducible. close() clears the visible/invisible maps but not _completeParticipantList (L751-L762), so getListOfParticipants/getThisParticipant still return participants after close.",L635; L751-L762; L961-L967,Observer throwing on step; two identical runs comparing case ids.,Record/propagate observer failures (stop the scenario with a reason); derive case id deterministically; clear _completeParticipantList in close().,S,Requires judgement about the consequence of swallowing.,-,
CR-248,A8,org.mwc.asset.legacy,ASSET.Scenario.Observers,EndOfRunRecordToFileObserver,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/EndOfRunRecordToFileObserver.java,bug,resource-leak,Low,High,candidate,FileWriter not closed when writeMyResults throws,"performCloseProcessing opens a FileWriter (L93) and closes it only on the success path (L102); an IOException from writeMyResults (L99) leaves the file handle open and the partial file unflushed, and the exception is merely printed (L106-L107). Same pattern in ContinuousRecordToFileObserver.createOutputFile where IO errors are shown in a dialog and the run continues with _os possibly null (L234-L253).",L86-L110,Output directory becomes unwritable (disk full/permissions) during a long Monte-Carlo batch.,"Use try-with-resources / finally close, and propagate the failure to the runner.",S,grep-able,-,
CR-249,A8,org.mwc.asset.legacy,ASSET.Scenario.Observers,StopOnElapsedObserver,org.mwc.asset.legacy/src/ASSET/Scenario/Observers/StopOnElapsedObserver.java,bug,integer-overflow,Low,High,candidate,Elapsed duration computed in int milliseconds overflows for >= 25 days,"The (days,hours,mins,secs) constructor computes days*24*60*60*1000 in int arithmetic (L132); 25 days exceeds Integer.MAX_VALUE, so the observer either stops immediately (negative) or at a wrong time.",L130-L134,"StopOnElapsedObserver(25,0,0,0,...) from a scenario XML.",Use long arithmetic (24L * 60 * 60 * 1000).,S,grep-able,-,
